element_idx,element_type,jens,jeans
532,T,0.386788,0.231682
533,T,0.729116,0.557213
534,R,0.711318,0.549049
535,R,0.803064,0.488643
536,R,0.653579,0.247483
537,R,0.529297,0.19355
538,R,0.641008,0.231161
539,R,0.504389,0.162327
540,R,0.894963,0.691122
541,R,0.897285,0.615656
542,T,0.796439,0.647087
543,P,0.503033,0.349927
544,P,0.461516,0.230474
545,P,0.595419,0.355821
546,T,0.307361,0.141782
547,T,0.492705,0.222126
548,T,0.221472,0.081675
549,T,0.30949,0.113803
550,T,0.559059,0.395501
551,T,0.494707,0.248527
552,P,0.37419,0.164622
553,P,0.0823092,0.049517
554,P,0.264791,0.10663
555,P,0.661272,0.4184
556,P,0.464371,0.25584
557,H,0.773981,0.374285
558,P,0.486542,0.199715
559,P,0.487118,0.205887
560,P,0.548895,0.296682
561,T,0.512497,0.241537
562,T,0.14414,0.0649751
563,T,0.0939368,0.0323247
564,T,0.0975727,0.0335573
565,T,0.738435,0.561793
566,T,0.640213,0.370545
567,T,0.784027,0.723676
568,H,0.82327,0.269056
569,H,0.71094,0.361889
570,R,0.603958,0.290805
571,R,0.714111,0.319839
572,R,0.658349,0.480077
573,P,0.503358,0.329174
574,P,0.481212,0.22521
575,P,0.187959,0.123795
576,P,0.0350142,0.0183066
577,P,0.505582,0.17888
578,R,0.603958,0.351141
579,R,0.714111,0.368672
580,R,0.54019,0.372124
581,P,0.392361,0.256174
582,P,0.40487,0.187029
583,H,0.638359,0.406727
584,T,0.42908,0.272266
585,R,0.354216,0.236712
586,P,0.291227,0.241655
587,P,0.424552,0.250283
588,P,0.299974,0.211625
589,H,0.828328,0.35712
590,H,0.782098,0.337393
591,H,0.661551,0.351405
592,T,0.504151,0.32984
593,T,0.533173,0.378569
594,T,0.438451,0.330462
595,T,0.783843,0.705567
596,R,0.623452,0.281921
597,R,0.427346,0.208051
598,H,0.81202,0.387058
599,R,0.589553,0.330173
600,R,0.494151,0.311783
601,T,0.534671,0.362173
602,P,0.640656,0.474881
603,P,0.429082,0.2275
604,P,0.385913,0.160136
605,T,0.332965,0.142034
606,T,0.459438,0.19222
607,T,0.530768,0.237758
608,T,0.357254,0.151793
609,T,0.596507,0.334142
610,T,0.495935,0.234772
611,P,0.514019,0.327102
612,P,0.485438,0.276642
613,P,0.509768,0.379403
614,T,0.470766,0.19456
615,T,0.47478,0.188733
616,T,0.498467,0.19483
617,T,0.453175,0.250294
618,T,0.50713,0.210423
619,T,0.481914,0.251997
620,T,0.388898,0.208869
621,P,0.628821,0.374569
622,P,0.642066,0.352165
623,H,0.69158,0.377536
624,R,0.740603,0.461677
625,T,0.759397,0.506358
626,R,0.825665,0.538365
627,R,0.823442,0.501852
628,R,0.433053,0.229754
629,R,0.670141,0.356969
630,R,0.637409,0.205633
631,R,0.669118,0.211042
632,R,0.60045,0.418823
633,R,0.599186,0.45806
634,P,0.682789,0.491566
635,P,0.444597,0.211891
636,P,0.829614,0.398198
637,P,0.329627,0.135948
638,P,0.48054,0.318444
639,T,0.620084,0.407977
640,T,0.585983,0.292684
641,T,0.322097,0.125483
642,T,0.251507,0.105292
643,T,0.534959,0.301431
644,T,0.45181,0.193433
645,P,0.332907,0.190297
646,P,0.470082,0.233449
647,P,0.30462,0.200758
648,R,0.431152,0.235385
649,R,0.670542,0.324199
650,T,0.448495,0.360464
651,P,0.484431,0.377442
652,P,0.397542,0.206356
653,R,0.663606,0.333783
654,H,0.700651,0.222791
655,H,0.837408,0.434769
656,H,0.804649,0.309568
657,H,0.82595,0.415017
658,H,0.725405,0.4716
659,H,0.85554,0.325847
660,H,0.927427,0.647344
661,H,0.860149,0.396471
662,H,0.848892,0.379203
663,H,0.798037,0.405671
664,H,0.727436,0.392751
665,H,0.804433,0.328881
666,H,0.901184,0.469052
667,H,0.868127,0.527969
668,H,0.846959,0.496864
669,H,0.882589,0.443912
670,T,0.464866,0.309218
671,R,0.598278,0.340522
672,P,0.556187,0.28049
673,P,0.437232,0.206485
674,P,0.644143,0.367341
675,T,0.36041,0.157299
676,T,0.40541,0.176785
677,T,0.170524,0.066184
678,T,0.178223,0.0683169
679,T,0.602662,0.423192
680,T,0.609113,0.290824
681,R,0.473469,0.249347
682,T,0.75587,0.630565
683,T,0.462242,0.246933
684,T,0.674576,0.480347
685,T,0.379233,0.167447
686,T,0.677662,0.524783
687,P,0.418968,0.232021
688,P,0.383497,0.32624
689,P,0.240221,0.186709
690,H,0.872308,0.554918
691,R,0.662772,0.312472
692,R,0.573614,0.224634
693,T,0.551109,0.422809
694,P,0.549383,0.291103
695,P,0.540853,0.382263
696,H,0.920153,0.575946
697,R,0.696355,0.356052
698,T,0.76611,0.714709
699,R,0.775545,0.598717
700,R,0.62002,0.411681
701,R,0.583616,0.323678
702,H,0.803021,0.346111
703,H,0.82488,0.409555
704,H,0.882642,0.331956
705,H,0.668255,0.358687
706,R,0.583616,0.440982
707,R,0.58513,0.352494
708,H,0.813721,0.528043
709,H,0.93202,0.445277
710,H,0.725601,0.227006
711,H,0.860253,0.526409
712,P,0.359173,0.195345
713,P,0.653035,0.291152
714,P,0.486,0.244143
715,T,0.279404,0.151861
716,T,0.268405,0.180145
717,T,0.224684,0.125896
718,T,0.259283,0.18972
719,T,0.638381,0.417448
720,T,0.683767,0.380476
721,P,0.349154,0.291325
722,P,0.380352,0.296433
723,P,0.51851,0.310152
724,T,0.75602,0.481481
725,T,0.56277,0.368159
726,T,0.595439,0.339592
727,T,0.766145,0.543179
728,T,0.647842,0.484964
729,H,0.816379,0.404004
730,R,0.619506,0.296401
731,R,0.520919,0.388944
732,R,0.775352,0.580351
733,P,0.31725,0.142107
734,P,0.470383,0.328481
735,R,0.802859,0.477589
736,R,0.540342,0.373078
737,R,0.625111,0.456475
738,R,0.893608,0.579043
739,R,0.831943,0.50787
740,R,0.479214,0.358073
741,R,0.625111,0.496846
742,T,0.489978,0.47335
743,H,0.621741,0.220497
744,P,0.191097,0.111538
745,P,0.61823,0.260383
746,P,0.5588,0.203118
747,T,0.217029,0.0832216
748,T,0.317059,0.123754
749,T,0.648319,0.465341
750,T,0.484697,0.397642
751,T,0.47431,0.207811
752,T,0.403861,0.181367
753,T,0.733835,0.572616
754,H,0.832664,0.351684
755,H,0.757889,0.303597
756,P,0.4224,0.258851
757,P,0.318905,0.218015
758,P,0.571377,0.328775
759,H,0.704989,0.373446
760,P,0.297709,0.118725
761,P,0.141423,0.0882842
762,P,0.271578,0.122485
763,T,0.514403,0.360691
764,T,0.627957,0.404603
765,T,0.464261,0.282235
766,T,0.778298,0.714359
767,R,0.632354,0.246066
768,R,0.596776,0.243617
769,H,0.799577,0.429451
770,P,0.399486,0.27329
771,P,0.426217,0.155756
772,P,0.433666,0.217637
773,T,0.263336,0.0818034
774,T,0.319161,0.117954
775,T,0.299119,0.102155
776,T,0.404471,0.154532
777,T,0.577072,0.365829
778,T,0.530323,0.253802
779,R,0.66874,0.31093
780,T,0.824579,0.664245
781,T,0.60912,0.452397
782,T,0.437347,0.350795
783,T,0.62269,0.321681
784,T,0.865489,0.585353
785,T,0.436687,0.377842
786,T,0.797027,0.628131
787,T,0.467829,0.441478
788,P,0.378657,0.192893
789,P,0.424463,0.194151
790,H,0.901787,0.554687
791,T,0.440503,0.326731
792,R,0.605224,0.334587
793,H,0.861537,0.512916
794,H,0.87127,0.443977
795,R,0.57314,0.386947
796,R,0.573396,0.398234
797,P,0.575282,0.244185
798,P,0.413687,0.211182
799,P,0.510298,0.235618
800,T,0.438484,0.204199
801,T,0.459994,0.233213
802,T,0.516643,0.236037
803,T,0.496555,0.249667
804,T,0.509087,0.297029
805,T,0.552911,0.250462
806,P,0.601662,0.290758
807,P,0.287381,0.205156
808,P,0.545663,0.288353
809,P,0.36222,0.198141
810,P,0.473984,0.241139
811,T,0.504796,0.368428
812,R,0.50901,0.315925
813,P,0.434864,0.194639
814,P,0.50997,0.345071
