element_idx,element_type,jens,jeans
426,T,0.604146,0.562932
427,R,0.880609,0.569989
428,R,0.627005,0.272103
429,P,0.175252,0.101167
430,P,0.148712,0.0969745
431,R,0.478827,0.209796
432,T,0.723292,0.641932
433,R,0.634453,0.332103
434,R,0.795482,0.438653
435,R,0.765158,0.488845
436,R,0.564159,0.22852
437,P,0.266519,0.139955
438,P,0.275023,0.142587
439,T,0.475721,0.323498
440,T,0.928122,0.839891
441,T,0.707355,0.500835
442,T,0.90218,0.851266
443,R,0.37645,0.217039
444,R,0.374399,0.14127
445,H,0.872819,0.33817
446,R,0.426936,0.219989
447,H,0.621784,0.215898
448,P,0.365728,0.157086
449,P,0.14948,0.0366685
450,P,0.209839,0.149414
451,H,0.78028,0.316988
452,R,0.386947,0.207908
453,H,0.268938,0.0770389
454,R,0.682889,0.34638
455,R,0.506037,0.197516
456,R,0.758302,0.378805
457,T,0.57781,0.396689
458,T,0.651649,0.463212
459,T,0.13271,0.0770012
460,T,0.850537,0.681007
461,P,0.0995645,0.0268751
462,P,0.152008,0.0782932
463,R,0.478702,0.222304
464,R,0.849077,0.33344
465,T,0.295691,0.227866
466,T,0.546359,0.457145
467,T,0.667745,0.622038
468,T,0.868846,0.788262
469,R,0.66968,0.349472
470,R,0.452217,0.181684
471,P,0.194936,0.0834299
472,P,0.164267,0.0539011
473,R,0.373834,0.153981
474,R,0.652303,0.252641
475,R,0.521923,0.208214
476,H,0.613397,0.263254
477,H,-0.0490558,-0.0304228
478,P,0.069446,0.0555022
479,P,0.374647,0.286554
480,P,0.0810065,0.065677
481,H,0.744734,0.261079
482,R,0.774778,0.55956
483,R,0.691138,0.451888
484,H,0.211897,0.0686401
485,H,0.280522,0.148113
486,H,0.574961,0.238917
487,R,0.386947,0.27613
488,H,0.714266,0.15825
489,H,0.761895,0.398797
490,R,0.691138,0.500717
491,T,0.777587,0.707994
492,R,0.58459,0.333696
493,R,0.611401,0.363695
494,R,0.49266,0.214079
495,P,0.272324,0.155984
496,P,0.241971,0.153724
497,P,0.338145,0.220549
498,H,0.652698,0.207772
499,H,0.859333,0.295965
500,H,0.808149,0.486396
501,H,0.79966,0.193313
502,R,0.455639,0.293131
503,R,0.455639,0.215578
504,R,0.542349,0.284737
505,R,0.447391,0.222542
506,R,0.5431,0.27411
507,R,0.733614,0.510738
508,T,0.746415,0.472613
509,T,0.837137,0.592944
510,T,0.585202,0.395906
511,T,0.795562,0.570259
512,P,0.298191,0.140152
513,P,0.11229,0.0611824
514,T,0.818221,0.728644
515,R,0.763469,0.445854
516,R,0.379715,0.125301
517,T,0.692762,0.425549
518,T,0.575162,0.276286
519,T,0.311347,0.138599
520,T,0.59843,0.489252
521,R,0.648241,0.334263
522,R,0.455576,0.216524
523,P,0.194683,0.137655
524,P,0.250606,0.113096
525,H,0.0499255,0.0196029
526,R,0.300779,0.225499
527,R,0.530681,0.168662
528,H,0.611014,0.26045
529,R,0.431685,0.110109
530,H,0.397195,0.217071
531,P,0.141964,0.0461477
532,P,0.464122,0.286299
533,P,-0.154143,-0.0549366
534,H,0.260486,0.146042
535,R,0.7571,0.55508
